Area,Perimeter,Eccentricity,Orientation,MajorAxisLength,MinorAxisLength,CentroidX,CentroidY,MeanR,MeanG,MeanB,StdR,StdG,StdB,RelacionAspecto,Circularidad,Compacidad,Etiqueta,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,Area_Scale,Perimeter_Scale,MajorAxisLength_Scale,MinorAxisLength_Scale,CentroidX_Scale,CentroidY_Scale,Circularidad_Scale,Compacidad_Scale,BoundingBox_Scale_1,BoundingBox_Scale_2,BoundingBox_Scale_3,BoundingBox_Scale_4,Clase,NombreImagen
24392,688.511,0.648523405816347,10.3461752760532,203.571705417812,154.957706015383,181.002828796327,1867.47905050836,61.4256723515907,46.0466136438176,47.530665792063,29.3599714365886,32.0437234603775,25.4000044404421,1.31372431002304,0.646599715317518,19.4345439947934,1,77.5,1793.5,208,158,1.28637891793631,5.00006747123392,1.4848926063821,1.12035859747321,1.3202707206401,13.5020468722637,0.646587118801403,19.4349226097387,0.565300451545676,12.9671714704446,1.51719346995485,1.14235466536395,frejol_rojo,img3.jpeg
29411,714.917,0.871647613385237,62.7564696954265,277.357339512141,135.942007632953,444.869980619496,1106.24011424297,70.5357179286661,59.0017000442012,61.7246268402978,32.1442765206105,34.4183188193457,28.1894974141142,2.04026219960657,0.723116725280434,17.3780666039577,2,358.5,985.5,180,249,1.55106962755924,5.19183170106526,2.02309973246091,0.982873333154715,3.24497033449441,7.99821870581141,0.723102638123779,17.378405155546,2.61497047585967,7.12525647288715,1.31295588746092,1.80029311187103,frejol_rojo,img3.jpeg
26224,601.326,0.754316202971195,43.8307923657521,226.266553154509,148.54654532321,575.390443868212,352.939292251373,70.1994356314826,62.8763727882855,64.1930292861501,33.0694621687985,33.8515387401869,28.4838847279427,1.52320306515507,0.911357634181084,13.7886271459732,3,479.5,261.5,194,187,1.38299445490168,4.36691726378694,1.65043335055391,1.07400531059282,4.19701261591958,2.55178384236459,0.911339879872115,13.7888957697347,3.49756860020841,1.89066927210552,1.41507467870788,1.35202735710796,frejol_rojo,img3.jpeg
28883,664.48,0.867909996344159,58.8760385217407,273.981828286208,136.092661873915,865.398331198283,835.534397396392,67.9720250666482,63.8956133365648,64.5765329086314,35.5537444110625,35.2403807553267,28.7763004013362,2.01320059813396,0.822031266892338,15.2869740123948,4,772.5,717.5,192,240,1.52322410162162,4.82555083838242,1.99847808058714,0.983962577300409,6.31238796636469,6.04099124644192,0.82201525276512,15.2872718262685,5.6347690170198,5.1875915974597,1.40048627995832,1.7352222765022,frejol_rojo,img3.jpeg
27661,628.602,0.806136465701001,35.4293826666002,244.839549641125,144.878825148437,1262.64599978309,1114.40721593579,75.0865839991324,67.8317125194317,67.044213875131,35.035367747159,36.6366407109136,29.5376488842007,1.68996089932585,0.879683049649824,14.2851116880807,5,1155.5,1027.5,220,180,1.45877858515236,4.56499956072247,1.78590848991442,1.04748735329598,9.20999166218995,8.05726760911077,0.879665912398681,14.2853899841283,8.42844737756165,7.42892037127504,1.60472386245224,1.30141670737665,frejol_rojo,img3.jpeg
32497,663.403,0.649063093940376,28.7810588122848,234.375813980127,178.297786237301,1356.68923285226,513.327630242792,73.2394682586085,65.6382743022433,65.4189002061729,34.9897785498407,36.420317521758,29.342898254528,1.3145189232366,0.92789379852596,13.5428975108164,6,1241.5,415.5,229,189,1.71381828862645,4.81772950703619,1.70958391579808,1.28910954387497,9.89596175404569,3.71140641308907,0.927875722073235,13.543161347385,9.05574852379298,3.00410356619443,1.67037165682529,1.36648754274548,frejol_rojo,img3.jpeg
29621,674.213,0.865897182925393,64.2034599909889,274.844737224089,137.483389450766,1472.30822727119,1463.60338948719,68.2856081833834,61.9884878971,61.6888693832079,37.1892461907189,37.1852467397621,30.0982403514965,1.99911231692838,0.818870707199266,15.3459764818541,7,1387.5,1338.5,172,254,1.56214455264806,4.89623330634229,2.00477231042232,0.994017666766655,10.7393097508493,10.5819883558429,0.818854754643435,15.346275445187,10.1207016325113,9.67747923790914,1.25460229246266,1.83644357596483,frejol_rojo,img3.jpeg
34287,686.213,0.641675210671121,31.5358934502101,240.462482037098,184.42906853663,1668.80698223817,308.503689444979,77.9037244436667,69.4432000466649,68.238428558929,35.9494049348808,37.1829889855164,30.3434345917463,1.30382094289729,0.915000789575601,13.7337265251845,8,1552.5,207.5,237,199,1.80821884057405,4.98337905950354,1.75398128613374,1.33343928399713,12.172610846475,2.23051030961685,0.914982964293719,13.7339940793971,11.3242445293505,1.50024425989253,1.72872525182355,1.43878847093307,frejol_rojo,img3.jpeg
25676,651.304,0.885763409212063,62.2350117803747,266.07242013739,123.494062928827,1781.20918367347,870.102625019473,71.5445941735473,67.4302850911357,67.6681726125565,36.6811626036851,36.5181483527901,29.7295612038473,2.15453612770627,0.760623501911181,16.5211442754323,9,1696.5,748.5,166,241,1.3540941741937,4.72986480141136,1.94078528061312,0.892873537541105,12.9924949139086,6.29092274073679,0.7606086840788,16.5214661328496,12.3746092393192,5.41172447484123,1.21083709621396,1.74245236932096,frejol_rojo,img3.jpeg
28674,635.557,0.725073821356122,76.4040293833111,231.257651500473,159.260472929664,2185.63116412081,1720.13064099881,84.1060193903885,73.6295598800307,71.5727837064937,37.7390712026843,39.4950097370345,31.6227912701606,1.45207186219148,0.892049865668253,14.0870719205203,10,2104.5,1600.5,165,233,1.51220191427131,4.61550778682551,1.68683941698852,1.15146800164095,15.942429470836,12.4367041948131,0.892032487497119,14.0873463584472,15.3506425842306,11.571763556424,1.20354289683918,1.68461162677088,frejol_rojo,img3.jpeg
38479,720.08,0.266827500710703,-19.5627480838344,226.726439715476,218.506315003379,2414.4923464747,892.402973050235,79.5128251773695,72.8475532108423,71.6773045037553,36.7580749515047,36.2975227127021,29.2801307850126,1.03761962079663,0.932550036916192,13.475277590374,11,2299.5,778.5,233,230,2.02929544044241,5.22932616136289,1.65378785481938,1.57982093895946,17.6117885640739,6.45215632688983,0.932531869754515,13.4755401096021,16.7730114623133,5.62862725940401,1.69954845432442,1.66292134831461,frejol_rojo,img3.jpeg
32791,696.237,0.824657655515893,60.5613476103937,272.729468415179,154.264560912468,2508.65880881949,1468.91656247141,78.7577993961758,64.3606782348815,66.8913421365619,31.1506381650678,34.2980048083996,27.6225958726853,1.76793339184318,0.850061460381828,14.7828965316398,12,2414.5,1344.5,192,254,1.7293231837508,5.05617481197758,1.98934311799888,1.11534709404227,18.2986575148348,10.6204030896809,0.85004490019377,14.7831845253052,17.6118443904133,9.72085979482169,1.40048627995832,1.83644357596483,frejol_rojo,img3.jpeg
30081,690.169,0.884012171722439,56.7065834687567,287.088827830322,134.203657712865,2595.07011070111,397.138991389914,73.8739403610252,68.3373890495662,69.8738406302982,36.1502617178479,36.2306124046676,30.2704774111547,2.13920270671431,0.79358095533432,15.8350203969615,13,2497.5,270.5,195,254,1.58640391236644,5.01210810946237,2.09408314846709,0.970304901880997,18.9289587789938,2.87135176969747,0.793565495452332,15.8353288876255,18.2172629385203,1.95574010747435,1.42236887808267,1.83644357596483,frejol_rojo,img3.jpeg
